term,mean_tfidf,max_tfidf,document_count,cluster,x,y,docs_KPop Demon Hunters,docs_Whiplash,docs_Everything Everywhere All at Once,docs_Apex,docs_F1 The Movie,docs_GOAT,docs_Red Notice,docs_Don't Look Up,dominant_movies,global_topic
falls,0.0009333942355351571,0.31772455319193005,21,3,0.04790502067983578,-0.03183252699385844,3,3,3,4,3,0,1,4,"Apex:4, Don't Look Up:4, KPop Demon Hunters:3",스토리/플롯/각본
knew,0.0009308826353782951,0.3952890058860656,16,7,0.05997276624016783,-0.017478514113856536,1,3,1,1,3,1,4,2,"Red Notice:4, Whiplash:3, F1 The Movie:3",스토리/플롯/각본
pieces,0.0009300485216297916,0.5410688961566742,16,3,0.030898779264336984,-0.010788040209014756,0,0,5,4,1,0,5,1,"Everything Everywhere All at Once:5, Red Notice:5, Apex:4",스토리/플롯/각본
vs,0.000918872239476721,0.7185756105906294,13,3,0.034047125649179145,-0.007816584871010225,0,2,0,2,4,2,0,3,"F1 The Movie:4, Don't Look Up:3, Whiplash:2",스토리/플롯/각본
interested,0.0009026647902569903,0.7049777558526791,14,7,0.04890818338878995,-0.025129655784688898,2,2,1,3,3,0,1,2,"Apex:3, F1 The Movie:3, KPop Demon Hunters:2",스토리/플롯/각본
total,0.0009020801909440895,0.43424457748853906,17,7,0.03873960020287932,-0.008734110293601239,2,0,5,2,3,0,2,3,"Everything Everywhere All at Once:5, F1 The Movie:3, Don't Look Up:3",스토리/플롯/각본
video,0.0009019653914629775,0.7380633024040912,15,7,0.04430277795182627,-0.01621469697707152,3,0,0,3,6,1,1,1,"F1 The Movie:6, KPop Demon Hunters:3, Apex:3",스토리/플롯/각본
reminds,0.0009015692602416514,0.5919683244441449,16,3,0.047304130482376555,-0.02605258689380706,2,1,5,1,2,1,3,1,"Everything Everywhere All at Once:5, Red Notice:3, KPop Demon Hunters:2",스토리/플롯/각본
arc,0.0008968849045938377,0.4454517952800832,18,3,0.044401969869793875,-0.005646234397981732,2,2,1,1,7,1,2,2,"F1 The Movie:7, KPop Demon Hunters:2, Whiplash:2",스토리/플롯/각본
scenes,0.008559510212830718,0.5637376946241064,192,4,0.5119785164712991,-0.23221827012632326,14,16,23,39,56,10,25,9,"F1 The Movie:56, Apex:39, Red Notice:25",액션/스포츠/움직임
pitt,0.007084789928698968,0.6199971391536224,142,4,0.4291302439767976,-0.05030273087377088,0,0,0,0,142,0,0,0,F1 The Movie:142,액션/스포츠/움직임
racing,0.006517606722748347,0.6397816303085241,113,4,0.4399666976393625,-0.1393035176876925,0,1,0,1,110,0,0,1,"F1 The Movie:110, Whiplash:1, Apex:1",액션/스포츠/움직임
brad,0.006329787652330604,0.639253663617951,124,4,0.4040072813942271,-0.032352684582858865,0,0,0,0,124,0,0,0,F1 The Movie:124,액션/스포츠/움직임
fan,0.005289033958467253,0.7698317100299579,91,4,0.34119678958420196,-0.07345605833560834,22,5,3,2,37,9,8,5,"F1 The Movie:37, KPop Demon Hunters:22, GOAT:9",액션/스포츠/움직임
job,0.0035986856798161525,0.39338855895026703,88,4,0.2747667135446939,-0.013645100452123301,9,17,7,12,17,9,10,7,"Whiplash:17, F1 The Movie:17, Apex:12",액션/스포츠/움직임
cool,0.0034439392805848154,0.5509218085960061,54,4,0.2214815786864636,-0.040808112066674264,9,1,7,7,13,7,7,3,"F1 The Movie:13, KPop Demon Hunters:9, Everything Everywhere All at Once:7",액션/스포츠/움직임
race,0.0033628888579397068,0.5933712825461411,53,4,0.19711830637923963,-0.07575563381796355,1,1,0,0,51,0,0,0,"F1 The Movie:51, KPop Demon Hunters:1, Whiplash:1",액션/스포츠/움직임
hollywood,0.0031634407997765185,0.6242000661427569,53,4,0.14712820011659994,-0.08687974547089125,1,0,13,3,18,1,8,9,"F1 The Movie:18, Everything Everywhere All at Once:13, Don't Look Up:9",액션/스포츠/움직임
making,0.0030949006024253147,0.49333584613757114,71,4,0.1804964729951179,-0.06816790752898104,7,6,10,9,14,9,7,9,"F1 The Movie:14, Everything Everywhere All at Once:10, Apex:9",액션/스포츠/움직임
high,0.0030171158543722113,0.4825318502238595,71,4,0.17068245159989784,-0.06452398326670271,6,11,9,9,18,7,6,5,"F1 The Movie:18, Whiplash:11, Everything Everywhere All at Once:9",액션/스포츠/움직임
formula,0.0026744968947040146,0.7420009108787639,47,4,0.17917458567193717,-0.02899642949727987,0,1,1,1,36,3,5,0,"F1 The Movie:36, Red Notice:5, GOAT:3",액션/스포츠/움직임
care,0.0023953189512431927,0.6025619630072298,44,4,0.1339492462551498,-0.1061402372126704,3,5,5,4,16,3,2,6,"F1 The Movie:16, Don't Look Up:6, Whiplash:5",액션/스포츠/움직임
actor,0.0023699877387029977,0.5594469161946484,49,4,0.14129011925344184,-0.0356365952987358,0,17,2,4,16,0,7,3,"Whiplash:17, F1 The Movie:16, Red Notice:7",액션/스포츠/움직임
team,0.0023117649878828,0.6133390528741075,48,4,0.13438877280574718,0.022642625715041817,3,0,2,2,21,14,3,3,"F1 The Movie:21, GOAT:14, KPop Demon Hunters:3",액션/스포츠/움직임
cars,0.0021745669950690755,0.8554631533370302,29,4,0.11101831825175272,-0.0733824469592573,0,0,0,0,29,0,0,0,F1 The Movie:29,액션/스포츠/움직임
car,0.0021038264233828223,0.7588807494641829,34,4,0.11121338689225557,-0.06939124259480414,1,5,1,0,25,0,1,1,"F1 The Movie:25, Whiplash:5, KPop Demon Hunters:1",액션/스포츠/움직임
feeling,0.0020663228440488076,0.41328545861089855,44,4,0.12367242694722308,-0.043863363577701486,5,10,9,4,7,4,1,4,"Whiplash:10, Everything Everywhere All at Once:9, F1 The Movie:7",액션/스포츠/움직임
gun,0.002031938905090494,0.5630732277638931,33,4,0.1209439179605287,-0.04021654433942775,0,0,1,1,30,0,1,0,"F1 The Movie:30, Everything Everywhere All at Once:1, Apex:1",액션/스포츠/움직임
sport,0.0018879526321671446,0.42093343888244145,36,4,0.10718389217759174,-0.039078961423256314,0,1,0,3,27,5,0,0,"F1 The Movie:27, GOAT:5, Apex:3",액션/스포츠/움직임
realistic,0.0018663399031317036,0.42206627902381166,35,4,0.09528029336948202,-0.060313871135438776,0,7,1,7,11,1,0,8,"F1 The Movie:11, Don't Look Up:8, Whiplash:7",액션/스포츠/움직임
actual,0.001754051972347874,0.5882267580933053,35,4,0.10707419219496156,-0.05509116692543931,1,4,2,3,13,2,3,7,"F1 The Movie:13, Don't Look Up:7, Whiplash:4",액션/스포츠/움직임
days,0.0016601961269102049,0.4015024150344254,31,4,0.09990244834785883,-0.04107585960309828,3,1,1,4,13,3,1,5,"F1 The Movie:13, Don't Look Up:5, Apex:4",액션/스포츠/움직임
money,0.00163691479746956,0.5257732592841147,29,4,0.07896095548460899,-0.06452825452148742,1,1,3,4,9,1,8,2,"F1 The Movie:9, Red Notice:8, Apex:4",액션/스포츠/움직임
wouldn,0.0016357461632859492,0.5833730841318053,27,4,0.09361299408081643,-0.04847693675194842,0,4,1,4,6,2,6,4,"F1 The Movie:6, Red Notice:6, Whiplash:4",액션/스포츠/움직임
track,0.0015986888202100709,0.5876971584380417,31,4,0.10057802327567777,-0.03208670671923555,2,2,1,1,19,4,2,0,"F1 The Movie:19, GOAT:4, KPop Demon Hunters:2",액션/스포츠/움직임
guess,0.0015883930138372874,0.3997155945618087,31,4,0.09205657180928345,-0.042245366797097124,4,2,5,1,8,0,7,4,"F1 The Movie:8, Red Notice:7, Everything Everywhere All at Once:5",액션/스포츠/움직임
appreciate,0.0015594611809118487,0.42021493213178013,29,4,0.09022015100696146,-0.05199030763426908,0,3,5,1,8,4,3,5,"F1 The Movie:8, Everything Everywhere All at Once:5, Don't Look Up:5",액션/스포츠/움직임
maverick,0.0014505051958373094,0.4458459893845929,27,4,0.09417689466786713,-0.0038111577664539497,0,0,1,0,26,0,0,0,"F1 The Movie:26, Everything Everywhere All at Once:1",액션/스포츠/움직임
plus,0.0014493977786348496,0.5334762900024664,24,4,0.09553432329104646,-0.004163908504049451,1,3,2,2,5,4,5,2,"F1 The Movie:5, Red Notice:5, GOAT:4",액션/스포츠/움직임
god,0.0013990329340031868,0.6278154012256457,24,4,0.07198600353532787,-0.05298318640409723,4,5,2,1,4,1,2,5,"Whiplash:5, Don't Look Up:5, KPop Demon Hunters:4",액션/스포츠/움직임
cliches,0.001124682084011664,0.4627755545438415,19,4,0.06273281975150215,-0.024865630105378074,2,0,1,3,7,1,5,0,"F1 The Movie:7, Red Notice:5, Apex:3",액션/스포츠/움직임
involved,0.0010779889541759023,0.5062062498549426,17,4,0.04405986803103294,-0.03803466154322274,1,3,0,1,7,0,2,3,"F1 The Movie:7, Whiplash:3, Don't Look Up:3",액션/스포츠/움직임
driver,0.0010742257747439862,0.7396597372788757,16,4,0.04298364458306042,-0.03377769138924698,0,0,0,0,16,0,0,0,F1 The Movie:16,액션/스포츠/움직임
idris,0.0009716930847774848,0.45925719394187087,19,4,0.058320445311664096,0.003718757921965075,0,0,0,0,19,0,0,0,F1 The Movie:19,액션/스포츠/움직임
races,0.0009660970757503496,0.41261929893330135,16,4,0.056098428008002466,-0.02947228824504117,0,0,0,0,16,0,0,0,F1 The Movie:16,액션/스포츠/움직임
damson,0.0009503659811084187,0.4629972213472183,18,4,0.06173509996713487,0.01023822266791174,0,0,0,0,18,0,0,0,F1 The Movie:18,액션/스포츠/움직임
drivers,0.0009006349542244584,0.5569623115079254,13,4,0.05275283905856297,-0.007995040586467371,0,0,0,0,13,0,0,0,F1 The Movie:13,액션/스포츠/움직임
driving,0.0008999209412881633,0.4547294832654145,15,4,0.055870530880812695,-0.027928876590284535,0,3,0,0,11,0,1,0,"F1 The Movie:11, Whiplash:3, Red Notice:1",액션/스포츠/움직임
ryan,0.007394318688936266,0.5724620423574045,132,8,0.45189807775320906,-0.24967044768656266,0,0,0,0,1,0,131,0,"Red Notice:131, F1 The Movie:1",연기/배우/스타 파워
reynolds,0.007075255270552169,0.4994642073584229,126,8,0.41291753288112515,-0.24765855236315662,0,0,0,0,0,0,126,0,Red Notice:126,연기/배우/스타 파워
performances,0.006028112152857458,0.5573170159021259,132,14,0.3209291938991892,-0.057833982490883326,3,47,19,21,14,2,4,22,"Whiplash:47, Don't Look Up:22, Apex:21",연기/배우/스타 파워
simmons,0.006016998285624071,0.5456577936324621,128,14,0.3086143245314234,-0.1285267205237435,0,128,0,0,0,0,0,0,Whiplash:128,연기/배우/스타 파워
charlize,0.005551092311432909,0.5251050114639935,108,1,0.26724605013316594,-0.14924300516666508,0,0,0,108,0,0,0,0,Apex:108,연기/배우/스타 파워
theron,0.00520557260759916,0.5389061791640535,97,1,0.2583356854903831,-0.13535334195347465,0,0,0,97,0,0,0,0,Apex:97,연기/배우/스타 파워
performance,0.005002968229888678,1.0,105,14,0.24481951995685858,-0.07841654010153948,2,50,6,22,13,2,4,6,"Whiplash:50, Apex:22, F1 The Movie:13",연기/배우/스타 파워
intense,0.004790914156195613,1.0,66,14,0.22484722383875125,-0.023221635618438527,2,46,1,10,7,0,0,0,"Whiplash:46, Apex:10, F1 The Movie:7",연기/배우/스타 파워
netflix,0.0047485409672228685,0.9379945965428388,93,8,0.2633773713024923,-0.15501722668607493,20,1,0,25,4,1,34,8,"Red Notice:34, Apex:25, KPop Demon Hunters:20",연기/배우/스타 파워
excellent,0.004476818352021949,0.630220364054647,71,14,0.22537824123752262,0.019222842319756867,9,15,5,10,9,5,5,13,"Whiplash:15, Don't Look Up:13, Apex:10",연기/배우/스타 파워
experience,0.0044453880064972365,0.5780722134233354,91,14,0.26628763172260295,-0.06152406953869573,12,19,18,6,17,8,3,8,"Whiplash:19, Everything Everywhere All at Once:18, F1 The Movie:17",연기/배우/스타 파워
brilliant,0.0043209133005175145,1.0,67,14,0.20745425116525848,-0.05209329622636631,3,20,14,5,5,1,3,16,"Whiplash:20, Don't Look Up:16, Everything Everywhere All at Once:14",연기/배우/스타 파워
whiplash,0.00431438623205063,1.0,74,14,0.1653301015603449,-0.1387688540381189,0,73,0,0,0,0,1,0,"Whiplash:73, Red Notice:1",연기/배우/스타 파워
thriller,0.004015556564649185,0.5439541726938405,73,1,0.1738380995964044,-0.07774875997164657,0,4,0,66,1,0,1,1,"Apex:66, Whiplash:4, F1 The Movie:1",연기/배우/스타 파워
johnson,0.004014971802139917,0.7060753900426787,67,8,0.24919420507832743,-0.16956129369700773,0,0,0,0,0,0,67,0,Red Notice:67,연기/배우/스타 파워
gal,0.003925195805581194,0.4893299838067908,73,8,0.24389303394900916,-0.14777952005898398,0,0,0,2,0,0,71,0,"Red Notice:71, Apex:2",연기/배우/스타 파워
dwayne,0.0038613359500711923,0.7081366701252514,66,8,0.24921326169338504,-0.16928962192106464,0,0,0,0,0,0,66,0,Red Notice:66,연기/배우/스타 파워
egerton,0.0037769117353466794,0.5741862365415129,71,1,0.18610488794959062,-0.08763555476483935,0,0,0,71,0,0,0,0,Apex:71,연기/배우/스타 파워
twists,0.003761423148936773,0.6367957338760601,64,8,0.2535114387287863,-0.0467162067586689,3,2,5,7,4,2,39,2,"Red Notice:39, Apex:7, Everything Everywhere All at Once:5",연기/배우/스타 파워
rock,0.0037592111687442357,0.660033007272963,69,8,0.23244491222724337,-0.11973252422778989,0,0,3,11,1,0,53,1,"Red Notice:53, Apex:11, Everything Everywhere All at Once:3",연기/배우/스타 파워
teller,0.0037242880495051765,0.6001743746199671,84,14,0.1760274639528191,-0.11034183583449005,0,84,0,0,0,0,0,0,Whiplash:84,연기/배우/스타 파워
scenery,0.0035983372042283973,0.5762651751667323,55,1,0.20622087696984084,-0.06296045801023474,0,0,0,50,2,1,2,0,"Apex:50, F1 The Movie:2, Red Notice:2",연기/배우/스타 파워
taron,0.003515924294039576,0.4142242130260706,68,1,0.17967968980657115,-0.052571486870994305,0,0,0,68,0,0,0,0,Apex:68,연기/배우/스타 파워
gadot,0.0034123106929496876,0.5020458685974999,64,8,0.19429949037016644,-0.12798670342151186,0,0,0,0,0,0,64,0,Red Notice:64,연기/배우/스타 파워
miles,0.0031453731456848595,0.619001301256263,72,14,0.16295438515392116,-0.09580646711270203,0,67,1,3,1,0,0,0,"Whiplash:67, Apex:3, Everything Everywhere All at Once:1",연기/배우/스타 파워
edge,0.0028846842736584117,0.6317686111512402,42,1,0.1344412503512174,-0.021581423132824698,0,9,1,20,3,2,3,4,"Apex:20, Whiplash:9, Don't Look Up:4",연기/배우/스타 파워
chemistry,0.002826396116849419,0.5154374070857188,52,8,0.19900436710486707,-0.036317725658379596,1,3,0,2,5,1,39,1,"Red Notice:39, F1 The Movie:5, Whiplash:3",연기/배우/스타 파워
role,0.0027047866086846494,0.39467703608843874,65,1,0.15162001814508827,-0.08081112887102367,0,12,7,18,9,5,7,7,"Apex:18, Whiplash:12, F1 The Movie:9",연기/배우/스타 파워
red,0.00266695228100523,0.5673011382570435,46,8,0.16020771301161038,-0.08556438508705672,0,0,1,3,0,0,42,0,"Red Notice:42, Apex:3, Everything Everywhere All at Once:1",연기/배우/스타 파워
jazz,0.0026385073470569865,0.7468550120168544,41,14,0.1282859404105681,-0.08109823682067492,0,41,0,0,0,0,0,0,Whiplash:41,연기/배우/스타 파워
phenomenal,0.002633564417066713,0.7834491081706734,42,14,0.1527098204907557,-0.046455652395045,6,14,8,3,5,2,0,4,"Whiplash:14, Everything Everywhere All at Once:8, KPop Demon Hunters:6",연기/배우/스타 파워
drama,0.0026098024477326327,0.554768621437232,56,14,0.1380016422792487,-0.018537033117032076,1,23,5,2,8,3,3,11,"Whiplash:23, Don't Look Up:11, F1 The Movie:8",연기/배우/스타 파워
sound,0.00257640859541989,0.5426977940509484,49,14,0.16310123457917358,0.010410419009964684,7,12,4,2,18,2,0,4,"F1 The Movie:18, Whiplash:12, KPop Demon Hunters:7",연기/배우/스타 파워
won,0.0024328645720212345,0.5045585473588339,44,14,0.13757028126311865,-0.1184185248039093,4,12,17,7,0,1,0,3,"Everything Everywhere All at Once:17, Whiplash:12, Apex:7",연기/배우/스타 파워
seat,0.0024126313489419584,1.0,28,1,0.09575657912754681,0.00325246323051067,0,6,0,12,6,3,0,1,"Apex:12, Whiplash:6, F1 The Movie:6",연기/배우/스타 파워
apex,0.002277603991579482,0.7002100754263186,42,1,0.09505075581131286,-0.08315342878509448,0,0,0,41,1,0,0,0,"Apex:41, F1 The Movie:1",연기/배우/스타 파워
fletcher,0.0022708526331961538,1.0,40,14,0.11995100552919494,-0.06316730236943863,0,40,0,0,0,0,0,0,Whiplash:40,연기/배우/스타 파워
adventure,0.0022503164435865733,0.9079315861205535,34,8,0.1192705940328107,-0.05638219478532925,3,0,1,9,0,1,20,0,"Red Notice:20, Apex:9, KPop Demon Hunters:3",연기/배우/스타 파워
direction,0.002237322355196209,0.4830129356893062,44,14,0.1276687532099337,0.008239995986495045,0,20,5,5,4,1,1,8,"Whiplash:20, Don't Look Up:8, Everything Everywhere All at Once:5",연기/배우/스타 파워
notice,0.0022372606628258225,0.5841058864668252,39,8,0.1379655531637141,-0.06970078692010853,0,0,0,0,0,0,39,0,Red Notice:39,연기/배우/스타 파워
act,0.0021505143157486907,0.5590065521892593,41,8,0.10594260122477457,-0.0686128325022568,3,5,4,7,5,1,10,6,"Red Notice:10, Apex:7, Don't Look Up:6",연기/배우/스타 파워
doing,0.0021020967608142023,0.6461464900295036,43,1,0.12252630344337102,-0.04828130105412161,5,4,5,8,6,2,5,8,"Apex:8, Don't Look Up:8, F1 The Movie:6",연기/배우/스타 파워
jk,0.0020919734979173636,0.490990230131871,35,14,0.12091165764940096,0.005254388634795372,0,35,0,0,0,0,0,0,Whiplash:35,연기/배우/스타 파워
generic,0.002070615921793684,0.7071067811865475,31,8,0.11115394983200133,-0.08042223611401379,4,0,0,4,2,4,17,0,"Red Notice:17, KPop Demon Hunters:4, Apex:4",연기/배우/스타 파워
greatest,0.002035415268394633,0.8594856340227495,26,14,0.10585967280983834,-0.06130700745621291,0,16,3,0,2,1,3,1,"Whiplash:16, Everything Everywhere All at Once:3, Red Notice:3",연기/배우/스타 파워
survival,0.0020307437516886933,0.6460655159544118,28,1,0.07122127236497065,-0.013135132472660616,0,0,0,27,0,0,0,1,"Apex:27, Don't Look Up:1",연기/배우/스타 파워
takes,0.001950164198271174,0.43677653240622605,46,14,0.10403751463509875,-0.06068188014928351,2,17,7,8,1,1,3,7,"Whiplash:17, Apex:8, Everything Everywhere All at Once:7",연기/배우/스타 파워
powerful,0.0019335619956202298,0.678646932531872,37,14,0.09007374408425017,-0.006094421445188713,7,12,7,1,3,2,0,5,"Whiplash:12, KPop Demon Hunters:7, Everything Everywhere All at Once:7",연기/배우/스타 파워
typical,0.0019283304084725666,0.6230277660823538,29,8,0.08213273463761295,-0.03476750685112077,2,1,1,9,5,1,8,2,"Apex:9, Red Notice:8, F1 The Movie:5",연기/배우/스타 파워
stunning,0.0019050936927211062,0.4124713010458485,38,1,0.10202114574432704,-0.04729194205240091,4,2,7,10,9,1,4,1,"Apex:10, F1 The Movie:9, Everything Everywhere All at Once:7",연기/배우/스타 파워
outstanding,0.0018724846845630536,0.8538347774868342,27,14,0.09016308774275154,-0.00014771219706922608,0,9,3,4,3,3,2,3,"Whiplash:9, Apex:4, Everything Everywhere All at Once:3",연기/배우/스타 파워
lead,0.0018551401127908347,0.4464250862823102,34,1,0.08446779820883764,-0.037703864383465714,5,3,1,12,6,1,2,4,"Apex:12, F1 The Movie:6, KPop Demon Hunters:5",연기/배우/스타 파워
suspense,0.0018136199531081398,0.5978098640319707,26,1,0.09720160049955741,-0.06258669017870591,0,5,1,16,3,0,1,0,"Apex:16, Whiplash:5, F1 The Movie:3",연기/배우/스타 파워
young,0.0018090111038014751,0.29540705871093276,47,14,0.09483811689122575,-0.03706152278326992,5,18,2,2,12,6,0,2,"Whiplash:18, F1 The Movie:12, GOAT:6",연기/배우/스타 파워
plays,0.0017936978524988316,0.5772301816859409,38,8,0.08723351853525499,-0.0823271798833797,1,4,2,8,5,1,9,8,"Red Notice:9, Apex:8, Don't Look Up:8",연기/배우/스타 파워
watchable,0.0017904527228682493,0.6494200517439849,27,1,0.08248436104683377,-0.045713157601450095,3,1,1,11,1,0,6,4,"Apex:11, Red Notice:6, Don't Look Up:4",연기/배우/스타 파워
wild,0.001767829577834919,0.6162601170481756,30,1,0.07932508824705604,-0.05562480984618518,2,0,15,13,0,0,0,0,"Everything Everywhere All at Once:15, Apex:13, KPop Demon Hunters:2",연기/배우/스타 파워
editing,0.001755567120682561,0.4116301810577526,45,14,0.10113422803538445,-0.05818942593174385,2,18,10,2,6,0,1,6,"Whiplash:18, Everything Everywhere All at Once:10, F1 The Movie:6",연기/배우/스타 파워
obsession,0.001724934716557155,1.0,28,14,0.061976714918939704,-0.03823770671574465,1,22,0,0,0,0,0,5,"Whiplash:22, Don't Look Up:5, KPop Demon Hunters:1",연기/배우/스타 파워
genius,0.0017221307345917354,0.7695858559683765,23,14,0.050743950344733245,-0.04173220315191038,0,10,4,1,1,0,2,5,"Whiplash:10, Don't Look Up:5, Everything Everywhere All at Once:4",연기/배우/스타 파워
save,0.0016633599702359785,0.5533253015714505,30,8,0.07289676973226664,-0.049313377607439826,4,0,4,8,6,0,3,5,"Apex:8, F1 The Movie:6, Don't Look Up:5",연기/배우/스타 파워
andrew,0.0016471848095291556,0.4808000632199662,36,14,0.09309502485609429,-0.06656725549836107,0,35,0,0,0,1,0,0,"Whiplash:35, GOAT:1",연기/배우/스타 파워
villain,0.0016050168420308245,0.5803559868609872,32,1,0.08974405568323718,-0.01204390795518131,4,3,3,16,1,0,4,1,"Apex:16, KPop Demon Hunters:4, Red Notice:4",연기/배우/스타 파워
words,0.0015905129118846634,0.7007153609672976,20,14,0.0953021663466322,-0.017438365227829957,2,9,3,0,0,1,3,2,"Whiplash:9, Everything Everywhere All at Once:3, Red Notice:3",연기/배우/스타 파워
favourite,0.001571212694680761,0.8684734723271123,20,14,0.07351272229295261,-0.07167723757099073,3,7,3,1,1,1,2,2,"Whiplash:7, KPop Demon Hunters:3, Everything Everywhere All at Once:3",연기/배우/스타 파워
turns,0.0015667976582663908,0.5747158698411403,27,1,0.08873477196040869,-0.028892412117505317,0,2,4,8,4,1,6,2,"Apex:8, Red Notice:6, Everything Everywhere All at Once:4",연기/배우/스타 파워
greatness,0.0015335192856079898,0.4973217584405382,37,14,0.0805254324156885,-0.03890000187152639,1,31,0,0,1,3,0,1,"Whiplash:31, GOAT:3, KPop Demon Hunters:1",연기/배우/스타 파워
climbing,0.001522776779267538,0.548906240867536,30,1,0.0637680130924012,-0.04929012346625828,0,0,0,30,0,0,0,0,Apex:30,연기/배우/스타 파워
horror,0.0015200587440197678,0.7453853205461555,20,1,0.09960930720293563,-0.0381266572197048,1,2,0,16,0,0,0,1,"Apex:16, Whiplash:2, KPop Demon Hunters:1",연기/배우/스타 파워
unbelievable,0.0015037116134838137,0.5452252199625168,22,14,0.064422432241164,-0.045898725033276064,0,6,3,8,4,0,0,1,"Apex:8, Whiplash:6, F1 The Movie:4",연기/배우/스타 파워
insane,0.0014732210113279748,0.5137005544359269,24,14,0.0874452368227435,-0.018491864583221516,2,7,7,3,1,1,1,2,"Whiplash:7, Everything Everywhere All at Once:7, Apex:3",연기/배우/스타 파워
roles,0.0014351317274462574,0.3787200919063975,30,1,0.07257023683485371,-0.03167077548886729,0,2,1,9,1,0,6,11,"Don't Look Up:11, Apex:9, Red Notice:6",연기/배우/스타 파워
chazelle,0.001427595806604728,0.5490237777814365,31,14,0.0587191721605982,-0.05210043341854187,0,31,0,0,0,0,0,0,Whiplash:31,연기/배우/스타 파워
musical,0.001424902409275639,0.6854442711805259,32,14,0.057781230543232295,-0.04016471066409973,12,16,1,2,0,1,0,0,"Whiplash:16, KPop Demon Hunters:12, Apex:2",연기/배우/스타 파워
directing,0.001424402078742984,0.4207840118999586,24,14,0.08119984819800116,-0.03263297257027155,0,6,6,0,1,0,2,9,"Don't Look Up:9, Whiplash:6, Everything Everywhere All at Once:6",연기/배우/스타 파워
heist,0.001422688921512719,0.604537018294283,22,8,0.09255923058911689,-0.024214202669349056,0,0,0,0,0,0,22,0,Red Notice:22,연기/배우/스타 파워
director,0.0014142615851051202,0.30175464474530717,38,14,0.08010691275422266,-0.04133312817468556,0,11,1,2,8,2,7,7,"Whiplash:11, F1 The Movie:8, Red Notice:7",연기/배우/스타 파워
mix,0.0013801506226855677,0.5511067054576327,19,8,0.07399717303834799,0.024500466447478487,0,3,4,1,3,0,7,1,"Red Notice:7, Everything Everywhere All at Once:4, Whiplash:3",연기/배우/스타 파워
directed,0.0013438801615200003,0.41759320735046007,27,14,0.058669473222198884,-0.031822456775061785,2,7,1,4,2,1,6,4,"Whiplash:7, Red Notice:6, Apex:4",연기/배우/스타 파워
australian,0.0013343430091065497,0.5363653757947462,25,1,0.05831559947281901,-0.02049740686296577,0,0,0,24,0,0,0,1,"Apex:24, Don't Look Up:1",연기/배우/스타 파워
tired,0.0013163375404274063,0.962728997840354,20,8,0.08092194421537055,-0.042746485521100275,2,1,2,6,3,2,4,0,"Apex:6, Red Notice:4, F1 The Movie:3",연기/배우/스타 파워
perfection,0.0013131404971837245,0.6127457395861141,27,14,0.06500940507132796,-0.008998461003578734,2,18,4,0,1,0,0,2,"Whiplash:18, Everything Everywhere All at Once:4, KPop Demon Hunters:2",연기/배우/스타 파워
impressive,0.0013052418130785105,0.31555792508291564,26,1,0.06648739505876307,-0.020726387487888433,2,2,2,6,4,4,4,2,"Apex:6, F1 The Movie:4, GOAT:4",연기/배우/스타 파워
suspenseful,0.0012879627641341593,0.6880819779263001,15,1,0.0674642165454159,0.00817914380727383,0,5,0,8,1,0,1,0,"Apex:8, Whiplash:5, F1 The Movie:1",연기/배우/스타 파워
usual,0.001275717557364323,0.4636584518984346,21,8,0.06387687072464572,-0.03905670140865646,1,0,0,3,4,0,10,3,"Red Notice:10, F1 The Movie:4, Apex:3",연기/배우/스타 파워
teacher,0.001266798104652287,0.5234864005033449,28,14,0.06395722442885106,-0.04571078755142103,1,27,0,0,0,0,0,0,"Whiplash:27, KPop Demon Hunters:1",연기/배우/스타 파워
brought,0.001248155182626914,0.5905408156620934,19,1,0.0700235074653994,-0.01694518669357723,2,1,1,5,2,2,2,4,"Apex:5, Don't Look Up:4, KPop Demon Hunters:2",연기/배우/스타 파워
believable,0.0012422487164005535,0.49916031985273496,24,1,0.06655448063300791,-0.043475370093292984,1,2,2,12,3,0,0,4,"Apex:12, Don't Look Up:4, F1 The Movie:3",연기/배우/스타 파워
design,0.001238244849830431,0.3665835537556488,27,14,0.07885927819232799,-0.01893653540310763,6,6,6,2,4,2,1,0,"KPop Demon Hunters:6, Whiplash:6, Everything Everywhere All at Once:6",연기/배우/스타 파워
woman,0.0012282041426077855,0.29534829304150406,28,8,0.06278873611965062,-0.04684162055946367,0,0,4,14,1,1,8,0,"Apex:14, Red Notice:8, Everything Everywhere All at Once:4",연기/배우/스타 파워
drummer,0.0012280577059539048,0.33685647412986364,29,14,0.06960689703459404,-0.041206354693382616,0,29,0,0,0,0,0,0,Whiplash:29,연기/배우/스타 파워
tense,0.0012166491500054492,0.5844413605301012,18,14,0.055357861812152735,0.013027593491181924,0,9,0,8,1,0,0,0,"Whiplash:9, Apex:8, F1 The Movie:1",연기/배우/스타 파워
damien,0.0012156512643993376,0.5582963779255925,28,14,0.04947499978465558,-0.04444685071740018,0,28,0,0,0,0,0,0,Whiplash:28,연기/배우/스타 파워
comedic,0.0012133079505837919,0.5821309844561956,26,8,0.07302384794233804,-0.03343368197733391,0,1,3,0,0,3,9,10,"Don't Look Up:10, Red Notice:9, Everything Everywhere All at Once:3",연기/배우/스타 파워
